WELL_ID,WELL_NAME,OPERATOR,PROD_MONTH,DAYS_IN_MONTH,OIL,GAS,WATER
90000000000070,Purple Bishop,Slate King,3/1/2025,31,2901,12797,10902
90000000000070,Purple Bishop,Slate King,4/1/2025,30,2545,10314,9571
90000000000070,Purple Bishop,Slate King,5/1/2025,31,1883,6084,7089
90000000000070,Purple Bishop,Slate King,6/1/2025,30,2892,10769,10896
90000000000070,Purple Bishop,Slate King,7/1/2025,31,2739,10583,10330
90000000000070,Purple Bishop,Slate King,8/1/2025,31,2654,9528,10017
90000000000070,Purple Bishop,Slate King,9/1/2025,30,2576,9438,9733
90000000000070,Purple Bishop,Slate King,10/1/2025,31,2670,0,10094
90000000000070,Purple Bishop,Slate King,11/1/2025,30,2612,10289,9883
90000000000070,Purple Bishop,Slate King,12/1/2025,31,2649,9816,10034
90000000000070,Purple Bishop,Slate King,1/1/2026,31,1915,6250,7259
90000000000070,Purple Bishop,Slate King,2/1/2026,28,2336,8296,8864
90000000000070,Purple Bishop,Slate King,3/1/2026,31,2664,10050,10114
90000000000005,Slate Knight,Gold Pawn,4/1/2021,30,18566,23164,63256
90000000000005,Slate Knight,Gold Pawn,5/1/2021,31,17123,22165,58808
90000000000005,Slate Knight,Gold Pawn,6/1/2021,30,15865,23610,54839
90000000000005,Slate Knight,Gold Pawn,7/1/2021,31,12627,22582,43928
90000000000005,Slate Knight,Gold Pawn,8/1/2021,31,9201,16105,32219
90000000000005,Slate Knight,Gold Pawn,9/1/2021,30,8552,10416,30139
90000000000005,Slate Knight,Gold Pawn,10/1/2021,31,7440,8512,26389
90000000000005,Slate Knight,Gold Pawn,11/1/2021,30,7027,8673,25085
90000000000005,Slate Knight,Gold Pawn,12/1/2021,31,5294,9042,19020
90000000000005,Slate Knight,Gold Pawn,1/1/2022,0,0,0,0
90000000000005,Slate Knight,Gold Pawn,2/1/2022,28,9447,8291,34377
90000000000005,Slate Knight,Gold Pawn,3/1/2022,31,9944,9486,36411
90000000000005,Slate Knight,Gold Pawn,4/1/2022,30,8355,8852,30790
90000000000005,Slate Knight,Gold Pawn,5/1/2022,31,6539,4870,24253
90000000000005,Slate Knight,Gold Pawn,6/1/2022,30,3185,2809,11889
90000000000005,Slate Knight,Gold Pawn,7/1/2022,31,2404,1956,9032
90000000000005,Slate Knight,Gold Pawn,8/1/2022,31,2816,3133,10649
90000000000005,Slate Knight,Gold Pawn,9/1/2022,30,2114,4348,8046
90000000000005,Slate Knight,Gold Pawn,10/1/2022,31,2253,3689,8630
90000000000005,Slate Knight,Gold Pawn,11/1/2022,30,3626,3959,13979
90000000000005,Slate Knight,Gold Pawn,12/1/2022,31,4099,3674,15904
90000000000005,Slate Knight,Gold Pawn,1/1/2023,31,3357,3350,13110
90000000000005,Slate Knight,Gold Pawn,2/1/2023,28,4561,4682,17924
90000000000005,Slate Knight,Gold Pawn,3/1/2023,31,415,442,1641
90000000000005,Slate Knight,Gold Pawn,4/1/2023,0,0,0,0
90000000000005,Slate Knight,Gold Pawn,5/1/2023,31,5639,7155,22586
90000000000005,Slate Knight,Gold Pawn,6/1/2023,30,4357,2748,17564
90000000000005,Slate Knight,Gold Pawn,7/1/2023,31,4117,2669,16703
90000000000005,Slate Knight,Gold Pawn,8/1/2023,31,3914,2733,15984
90000000000005,Slate Knight,Gold Pawn,9/1/2023,30,3870,5600,15906
90000000000005,Slate Knight,Gold Pawn,10/1/2023,31,3776,3695,15620
90000000000005,Slate Knight,Gold Pawn,11/1/2023,30,4093,6773,17040
90000000000005,Slate Knight,Gold Pawn,12/1/2023,31,580,812,2430
90000000000005,Slate Knight,Gold Pawn,1/1/2024,31,3915,4158,16512
90000000000005,Slate Knight,Gold Pawn,2/1/2024,29,4318,5747,18327
90000000000005,Slate Knight,Gold Pawn,3/1/2024,31,4138,7639,17674
90000000000005,Slate Knight,Gold Pawn,4/1/2024,30,3256,4375,13996
90000000000005,Slate Knight,Gold Pawn,5/1/2024,31,3755,7152,16246
90000000000005,Slate Knight,Gold Pawn,6/1/2024,30,958,1273,4171
90000000000005,Slate Knight,Gold Pawn,7/1/2024,31,5915,14099,25921
90000000000005,Slate Knight,Gold Pawn,8/1/2024,31,7053,11184,31111
90000000000005,Slate Knight,Gold Pawn,9/1/2024,30,6265,10430,27813
90000000000005,Slate Knight,Gold Pawn,10/1/2024,31,4853,5038,21684
90000000000005,Slate Knight,Gold Pawn,11/1/2024,30,3331,3713,14979
90000000000005,Slate Knight,Gold Pawn,12/1/2024,31,4546,5603,20575
90000000000005,Slate Knight,Gold Pawn,1/1/2025,31,6251,9791,28477
90000000000005,Slate Knight,Gold Pawn,2/1/2025,28,5169,6776,23694
90000000000005,Slate Knight,Gold Pawn,3/1/2025,31,5340,4610,24631
90000000000005,Slate Knight,Gold Pawn,4/1/2025,30,4542,11496,21085
90000000000005,Slate Knight,Gold Pawn,5/1/2025,31,3847,13408,17974
90000000000005,Slate Knight,Gold Pawn,6/1/2025,30,3538,10549,16637
90000000000005,Slate Knight,Gold Pawn,7/1/2025,31,3240,7284,15334
90000000000005,Slate Knight,Gold Pawn,8/1/2025,31,3201,4136,15248
90000000000005,Slate Knight,Gold Pawn,9/1/2025,30,2896,5607,13884
90000000000005,Slate Knight,Gold Pawn,10/1/2025,31,2188,3637,10558
90000000000005,Slate Knight,Gold Pawn,11/1/2025,30,4712,8452,22883
90000000000005,Slate Knight,Gold Pawn,12/1/2025,31,4119,8287,20132
90000000000005,Slate Knight,Gold Pawn,1/1/2026,31,4269,5838,21002
90000000000005,Slate Knight,Gold Pawn,2/1/2026,28,3400,5973,16831
90000000000005,Slate Knight,Gold Pawn,3/1/2026,31,2531,4007,12607
90000000000063,Slate Queen,Crimson Knight,6/1/2024,30,3569,30465,38576
90000000000063,Slate Queen,Crimson Knight,7/1/2024,31,4391,43200,51947
90000000000063,Slate Queen,Crimson Knight,8/1/2024,31,9073,96248,65707
90000000000063,Slate Queen,Crimson Knight,9/1/2024,30,6668,81518,38233
90000000000063,Slate Queen,Crimson Knight,10/1/2024,31,5607,76041,35098
90000000000063,Slate Queen,Crimson Knight,11/1/2024,30,4465,62581,30514
90000000000063,Slate Queen,Crimson Knight,12/1/2024,31,3495,49715,46662
90000000000063,Slate Queen,Crimson Knight,1/1/2025,31,1819,26796,64617
90000000000063,Slate Queen,Crimson Knight,2/1/2025,28,271,2282,9567
90000000000063,Slate Queen,Crimson Knight,3/1/2025,31,763,8053,26762
90000000000063,Slate Queen,Crimson Knight,4/1/2025,30,386,2102,13445
90000000000063,Slate Queen,Crimson Knight,5/1/2025,31,895,2102,30950
90000000000063,Slate Queen,Crimson Knight,6/1/2025,30,836,5289,28693
90000000000063,Slate Queen,Crimson Knight,7/1/2025,31,279,390,9502
90000000000063,Slate Queen,Crimson Knight,8/1/2025,31,314,390,10606
90000000000063,Slate Queen,Crimson Knight,9/1/2025,30,420,2077,14067
90000000000063,Slate Queen,Crimson Knight,10/1/2025,31,735,8720,24405
90000000000063,Slate Queen,Crimson Knight,11/1/2025,30,742,7636,24416
90000000000063,Slate Queen,Crimson Knight,12/1/2025,31,800,7933,26080
90000000000063,Slate Queen,Crimson Knight,1/1/2026,31,674,4199,21758
90000000000063,Slate Queen,Crimson Knight,2/1/2026,28,136,991,4348
90000000000063,Slate Queen,Crimson Knight,3/1/2026,31,539,4786,17062
90000000000073,Green Rook,Gold Pawn,5/1/2020,31,37320,34178,106376
90000000000073,Green Rook,Gold Pawn,6/1/2020,30,27397,29137,86350
90000000000073,Green Rook,Gold Pawn,7/1/2020,31,20581,23639,66305
90000000000073,Green Rook,Gold Pawn,8/1/2020,31,19883,24138,63864
90000000000073,Green Rook,Gold Pawn,9/1/2020,30,16813,21699,53841
90000000000073,Green Rook,Gold Pawn,10/1/2020,31,15504,21885,49500
90000000000073,Green Rook,Gold Pawn,11/1/2020,30,14000,23332,44564
90000000000073,Green Rook,Gold Pawn,12/1/2020,31,13862,26185,43995
90000000000073,Green Rook,Gold Pawn,1/1/2021,31,11049,20586,34959
90000000000073,Green Rook,Gold Pawn,2/1/2021,28,6796,10720,21441
90000000000073,Green Rook,Gold Pawn,3/1/2021,31,11545,19995,36318
90000000000073,Green Rook,Gold Pawn,4/1/2021,30,10319,20491,32363
90000000000073,Green Rook,Gold Pawn,5/1/2021,31,8887,19920,27788
90000000000073,Green Rook,Gold Pawn,6/1/2021,30,7346,15836,22901
90000000000073,Green Rook,Gold Pawn,7/1/2021,31,8702,18826,27048
90000000000073,Green Rook,Gold Pawn,8/1/2021,31,7763,15400,24056
90000000000073,Green Rook,Gold Pawn,9/1/2021,30,7808,18122,24124
90000000000073,Green Rook,Gold Pawn,10/1/2021,31,7285,16458,22440
90000000000073,Green Rook,Gold Pawn,11/1/2021,30,6244,13490,19176
90000000000073,Green Rook,Gold Pawn,12/1/2021,31,5772,12920,17674
90000000000073,Green Rook,Gold Pawn,1/1/2022,31,4077,9808,12446
90000000000073,Green Rook,Gold Pawn,2/1/2022,28,4518,9093,13754
90000000000073,Green Rook,Gold Pawn,3/1/2022,31,6471,11726,19639
90000000000073,Green Rook,Gold Pawn,4/1/2022,30,5625,12999,17022
90000000000073,Green Rook,Gold Pawn,5/1/2022,31,4148,9929,12516
90000000000073,Green Rook,Gold Pawn,6/1/2022,30,4640,9516,13957
90000000000073,Green Rook,Gold Pawn,7/1/2022,31,5521,9709,16556
90000000000073,Green Rook,Gold Pawn,8/1/2022,31,5332,10704,15942
90000000000073,Green Rook,Gold Pawn,9/1/2022,30,4394,10396,13099
90000000000073,Green Rook,Gold Pawn,10/1/2022,31,4032,9750,11984
90000000000073,Green Rook,Gold Pawn,11/1/2022,30,3581,7842,10612
90000000000073,Green Rook,Gold Pawn,12/1/2022,31,3261,7598,9633
90000000000073,Green Rook,Gold Pawn,1/1/2023,31,3358,7573,9890
90000000000073,Green Rook,Gold Pawn,2/1/2023,28,3343,6918,9817
90000000000073,Green Rook,Gold Pawn,3/1/2023,31,3687,8136,10797
90000000000073,Green Rook,Gold Pawn,4/1/2023,30,3305,7989,9648
90000000000073,Green Rook,Gold Pawn,5/1/2023,31,3226,7674,9390
90000000000073,Green Rook,Gold Pawn,6/1/2023,30,3023,6548,8773
90000000000073,Green Rook,Gold Pawn,7/1/2023,31,2861,5594,8278
90000000000073,Green Rook,Gold Pawn,8/1/2023,31,3144,5510,9069
90000000000073,Green Rook,Gold Pawn,9/1/2023,30,2941,5923,8457
90000000000073,Green Rook,Gold Pawn,10/1/2023,31,3344,9355,9587
90000000000073,Green Rook,Gold Pawn,11/1/2023,30,2518,6517,7199
90000000000073,Green Rook,Gold Pawn,12/1/2023,31,3097,8121,8827
90000000000073,Green Rook,Gold Pawn,1/1/2024,31,2992,8048,8502
90000000000073,Green Rook,Gold Pawn,2/1/2024,29,2536,7317,7184
90000000000073,Green Rook,Gold Pawn,3/1/2024,31,2860,7591,8080
90000000000073,Green Rook,Gold Pawn,4/1/2024,30,2495,6692,7026
90000000000073,Green Rook,Gold Pawn,5/1/2024,31,2564,7240,7201
90000000000073,Green Rook,Gold Pawn,6/1/2024,30,2135,8417,5978
90000000000073,Green Rook,Gold Pawn,7/1/2024,31,1730,6895,4828
90000000000073,Green Rook,Gold Pawn,8/1/2024,31,1812,5628,5041
90000000000073,Green Rook,Gold Pawn,9/1/2024,30,1471,4272,4082
90000000000073,Green Rook,Gold Pawn,10/1/2024,31,2281,5277,6309
90000000000073,Green Rook,Gold Pawn,11/1/2024,30,2281,5195,6292
90000000000073,Green Rook,Gold Pawn,12/1/2024,31,1645,4206,4524
90000000000073,Green Rook,Gold Pawn,1/1/2025,31,1067,3335,2924
90000000000073,Green Rook,Gold Pawn,2/1/2025,28,1246,3270,3407
90000000000073,Green Rook,Gold Pawn,3/1/2025,31,1856,4258,5059
90000000000073,Green Rook,Gold Pawn,4/1/2025,30,1783,4603,4844
90000000000073,Green Rook,Gold Pawn,5/1/2025,31,1815,5385,4918
90000000000073,Green Rook,Gold Pawn,6/1/2025,30,1793,5435,4843
90000000000073,Green Rook,Gold Pawn,7/1/2025,31,1782,5306,4799
90000000000073,Green Rook,Gold Pawn,8/1/2025,31,1778,5259,4775
90000000000073,Green Rook,Gold Pawn,9/1/2025,30,1646,5033,4405
90000000000073,Green Rook,Gold Pawn,10/1/2025,31,1651,3972,4405
90000000000073,Green Rook,Gold Pawn,11/1/2025,30,1547,4094,4117
90000000000073,Green Rook,Gold Pawn,12/1/2025,31,1897,5095,5032
90000000000073,Green Rook,Gold Pawn,1/1/2026,31,1998,5233,5285
90000000000073,Green Rook,Gold Pawn,2/1/2026,28,1625,4630,4284
90000000000073,Green Rook,Gold Pawn,3/1/2026,31,1449,4507,3810
90000000000072,Gold Queen,Slate King,1/1/2020,31,0,13253,0
